"data_source","computer_id","name","file_system","short_description","free_space","disk_space","volume_name","volume_serial_number","data_token","is_deleted"
"SCCM","SCCM_SERIALSC20672BDNACORP\BDNASC20672","C:","NTFS","Local Fixed Disk","","","","46571F41","7932496990","false"
"SCCM","SCCM_SERIALSC20672BDNACORP\BDNASC20672","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20673BDNACORP\BDNASC20673","C:","NTFS","Local Fixed Disk","","","","0A254A47","7932496990","false"
"SCCM","SCCM_SERIALSC20674BDNACORP\BDNASC20674","C:","NTFS","Local Fixed Disk","","","","CAB3C460","7932496990","false"
"SCCM","SCCM_SERIALSC20674BDNACORP\BDNASC20674","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20675BDNACORP\BDNASC20675","C:","NTFS","Local Fixed Disk","","","","8A581E29","7932496990","false"
"SCCM","SCCM_SERIALSC20676BDNACORP\BDNASC20676","C:","NTFS","Local Fixed Disk","","","","70B702A9","7932496990","false"
"SCCM","SCCM_SERIALSC20677BDNACORP\BDNASC20677","C:","NTFS","Local Fixed Disk","","","","B89A67D6","7932496990","false"
"SCCM","SCCM_SERIALSC20678BDNACORP\BDNASC20678","C:","NTFS","Local Fixed Disk","","","","DC153275","7932496990","false"
"SCCM","SCCM_SERIALSC20679BDNACORP\BDNASC20679","C:","NTFS","Local Fixed Disk","","","","62DB7560","7932496990","false"
"SCCM","SCCM_SERIALSC20679BDNACORP\BDNASC20679","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20680BDNACORP\BDNASC20680","C:","NTFS","Local Fixed Disk","","","","7CC2DB6E","7932496990","false"
"SCCM","SCCM_SERIALSC20680BDNACORP\BDNASC20680","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20680BDNACORP\BDNASC20680","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20681BDNACORP\BDNASC20681","C:","NTFS","Local Fixed Disk","","","","3A7C8858","7932496990","false"
"SCCM","SCCM_SERIALSC20681BDNACORP\BDNASC20681","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20682BDNACORP\BDNASC20682","C:","NTFS","Local Fixed Disk","","","","B6DA4F44","7932496990","false"
"SCCM","SCCM_SERIALSC20682BDNACORP\BDNASC20682","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20682BDNACORP\BDNASC20682","J:","exFAT","Local Fixed Disk","","","Tim (SSD)","E67E9440","7932496990","false"
"SCCM","SCCM_SERIALSC20683BDNACORP\BDNASC20683","C:","NTFS","Local Fixed Disk","","","","1E34AFB6","7932496990","false"
"SCCM","SCCM_SERIALSC20684BDNACORP\BDNASC20684","C:","NTFS","Local Fixed Disk","","","System","12B3BEA9","7932496990","false"
"SCCM","SCCM_SERIALSC20684BDNACORP\BDNASC20684","E:","NTFS","Local Fixed Disk","","","BigZ","1006F29D","7932496990","false"
"SCCM","SCCM_SERIALSC20684BDNACORP\BDNASC20684","G:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20684BDNACORP\BDNASC20684","X:","NTFS","Local Fixed Disk","","","","F024D8B2","7932496990","false"
"SCCM","SCCM_SERIALSC20684BDNACORP\BDNASC20684","Y:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20684BDNACORP\BDNASC20684","Z:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20685BDNACORP\BDNASC20685","C:","NTFS","Local Fixed Disk","","","","E891A981","7932496990","false"
"SCCM","SCCM_SERIALSC20685BDNACORP\BDNASC20685","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20686BDNACORP\BDNASC20686","C:","NTFS","Local Fixed Disk","","","System","1CA0E69B","7932496990","false"
"SCCM","SCCM_SERIALSC20686BDNACORP\BDNASC20686","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20687BDNACORP\BDNASC20687","C:","NTFS","Local Fixed Disk","","","","446DCA06","7932496990","false"
"SCCM","SCCM_SERIALSC20687BDNACORP\BDNASC20687","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20688BDNACORP\BDNASC20688","C:","NTFS","Local Fixed Disk","","","","E8958232","7932496990","false"
"SCCM","SCCM_SERIALSC20688BDNACORP\BDNASC20688","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20689BDNACORP\BDNASC20689","C:","NTFS","Local Fixed Disk","","","","4681B6BC","7932496990","false"
"SCCM","SCCM_SERIALSC20689BDNACORP\BDNASC20689","D:","NTFS","Local Fixed Disk","","","Dev","1E07C60A","7932496990","false"
"SCCM","SCCM_SERIALSC20689BDNACORP\BDNASC20689","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20689BDNACORP\BDNASC20689","G:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20689BDNACORP\BDNASC20689","Y:","NTFS","Local Fixed Disk","","","","807ED6B5","7932496990","false"
"SCCM","SCCM_SERIALSC20690BDNACORP\BDNASC20690","C:","NTFS","Local Fixed Disk","","","","603D062F","7932496990","false"
"SCCM","SCCM_SERIALSC20690BDNACORP\BDNASC20690","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20690BDNACORP\BDNASC20690","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20690BDNACORP\BDNASC20690","G:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20691BDNACORP\BDNASC20691","C:","NTFS","Local Fixed Disk","","","System","209EC3AF","7932496990","false"
"SCCM","SCCM_SERIALSC20691BDNACORP\BDNASC20691","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20692BDNACORP\BDNASC20692","C:","NTFS","Local Fixed Disk","","","System","F6B220A3","7932496990","false"
"SCCM","SCCM_SERIALSC20693BDNACORP\BDNASC20693","C:","NTFS","Local Fixed Disk","","","","FADA5BCA","7932496990","false"
"SCCM","SCCM_SERIALSC20693BDNACORP\BDNASC20693","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20694BDNACORP\BDNASC20694","C:","NTFS","Local Fixed Disk","","","","0292C8DE","7932496990","false"
"SCCM","SCCM_SERIALSC20695BDNACORP\BDNASC20695","C:","NTFS","Local Fixed Disk","","","","BC2665EC","7932496990","false"
"SCCM","SCCM_SERIALSC20696BDNACORP\BDNASC20696","C:","NTFS","Local Fixed Disk","","","","A437F99B","7932496990","false"
"SCCM","SCCM_SERIALSC20696BDNACORP\BDNASC20696","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20697BDNACORP\BDNASC20697","C:","NTFS","Local Fixed Disk","","","","60ADF032","7932496990","false"
"SCCM","SCCM_SERIALSC20698BDNACORP\BDNASC20698","C:","NTFS","Local Fixed Disk","","","","CE105E41","7932496990","false"
"SCCM","SCCM_SERIALSC20699BDNACORP\BDNASC20699","C:","NTFS","Local Fixed Disk","","","","AE31C431","7932496990","false"
"SCCM","SCCM_SERIALSC20699BDNACORP\BDNASC20699","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20700BDNACORP\BDNASC20700","C:","NTFS","Local Fixed Disk","","","","A4D4123E","7932496990","false"
"SCCM","SCCM_SERIALSC20700BDNACORP\BDNASC20700","Z:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20701BDNACORP\BDNASC20701","C:","NTFS","Local Fixed Disk","","","","524E970E","7932496990","false"
"SCCM","SCCM_SERIALSC20702BDNACORP\BDNASC20702","C:","NTFS","Local Fixed Disk","","","","1AEADD03","7932496990","false"
"SCCM","SCCM_SERIALSC20702BDNACORP\BDNASC20702","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20703BDNACORP\BDNASC20703","C:","NTFS","Local Fixed Disk","","","","9637A182","7932496990","false"
"SCCM","SCCM_SERIALSC20704BDNACORP\BDNASC20704","C:","NTFS","Local Fixed Disk","","","","348D9CC7","7932496990","false"
"SCCM","SCCM_SERIALSC20705BDNACORP\BDNASC20705","C:","NTFS","Local Fixed Disk","","","","A4D36FC0","7932496990","false"
"SCCM","SCCM_SERIALSC20706BDNACORP\BDNASC20706","C:","NTFS","Local Fixed Disk","","","","CC7D3426","7932496990","false"
"SCCM","SCCM_SERIALSC20707BDNACORP\BDNASC20707","C:","NTFS","Local Fixed Disk","","","","94DCAAC5","7932496990","false"
"SCCM","SCCM_SERIALSC20708BDNACORP\BDNASC20708","C:","NTFS","Local Fixed Disk","","","System","ACA3D573","7932496990","false"
"SCCM","SCCM_SERIALSC20708BDNACORP\BDNASC20708","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20709BDNACORP\BDNASC20709","C:","NTFS","Local Fixed Disk","","","","DC7CD915","7932496990","false"
"SCCM","SCCM_SERIALSC20709BDNACORP\BDNASC20709","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20710BDNACORP\BDNASC20710","C:","NTFS","Local Fixed Disk","","","System","34E2A1FF","7932496990","false"
"SCCM","SCCM_SERIALSC20710BDNACORP\BDNASC20710","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20711BDNACORP\BDNASC20711","C:","NTFS","Local Fixed Disk","","","","4AC490F4","7932496990","false"
"SCCM","SCCM_SERIALSC20711BDNACORP\BDNASC20711","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20712BDNACORP\BDNASC20712","C:","NTFS","Local Fixed Disk","","","","84C8B597","7932496990","false"
"SCCM","SCCM_SERIALSC20712BDNACORP\BDNASC20712","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20713BDNACORP\BDNASC20713","C:","NTFS","Local Fixed Disk","","","","E2DA41B2","7932496990","false"
"SCCM","SCCM_SERIALSC20713BDNACORP\BDNASC20713","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20714BDNACORP\BDNASC20714","C:","NTFS","Local Fixed Disk","","","System","5CF07466","7932496990","false"
"SCCM","SCCM_SERIALSC20714BDNACORP\BDNASC20714","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20715BDNACORP\BDNASC20715","C:","NTFS","Local Fixed Disk","","","","72309ECE","7932496990","false"
"SCCM","SCCM_SERIALSC20715BDNACORP\BDNASC20715","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20716BDNACORP\BDNASC20716","C:","NTFS","Local Fixed Disk","","","System","4675FCB5","7932496990","false"
"SCCM","SCCM_SERIALSC20716BDNACORP\BDNASC20716","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20716BDNACORP\BDNASC20716","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20717BDNACORP\BDNASC20717","C:","NTFS","Local Fixed Disk","","","System","1AEC8789","7932496990","false"
"SCCM","SCCM_SERIALSC20717BDNACORP\BDNASC20717","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20718BDNACORP\BDNASC20718","C:","NTFS","Local Fixed Disk","","","","2ABDC92E","7932496990","false"
"SCCM","SCCM_SERIALSC20718BDNACORP\BDNASC20718","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20719BDNACORP\BDNASC20719","C:","NTFS","Local Fixed Disk","","","System","BC80367D","7932496990","false"
"SCCM","SCCM_SERIALSC20719BDNACORP\BDNASC20719","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20720BDNACORP\BDNASC20720","C:","NTFS","Local Fixed Disk","","","","3E05E2FF","7932496990","false"
"SCCM","SCCM_SERIALSC20720BDNACORP\BDNASC20720","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20721BDNACORP\BDNASC20721","C:","NTFS","Local Fixed Disk","","","","F2515306","7932496990","false"
"SCCM","SCCM_SERIALSC20722BDNACORP\BDNASC20722","C:","NTFS","Local Fixed Disk","","","","10ADA1BC","7932496990","false"
"SCCM","SCCM_SERIALSC20722BDNACORP\BDNASC20722","D:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20723BDNACORP\BDNASC20723","C:","NTFS","Local Fixed Disk","","","","4A1051D3","7932496990","false"
"SCCM","SCCM_SERIALSC20724BDNACORP\BDNASC20724","C:","NTFS","Local Fixed Disk","","","System","9285C202","7932496990","false"
"SCCM","SCCM_SERIALSC20724BDNACORP\BDNASC20724","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20725BDNACORP\BDNASC20725","C:","NTFS","Local Fixed Disk","","","Windows","70E473E5","7932496990","false"
"SCCM","SCCM_SERIALSC20726BDNACORP\BDNASC20726","C:","NTFS","Local Fixed Disk","","","","1C39065C","7932496990","false"
"SCCM","SCCM_SERIALSC20726BDNACORP\BDNASC20726","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20727BDNACORP\BDNASC20727","C:","NTFS","Local Fixed Disk","","","System","C60C040A","7932496990","false"
"SCCM","SCCM_SERIALSC20727BDNACORP\BDNASC20727","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20727BDNACORP\BDNASC20727","G:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20727BDNACORP\BDNASC20727","H:","NTFS","Local Fixed Disk","","","FreeAgent GoFlex Drive","E85DB0EB","7932496990","false"
"SCCM","SCCM_SERIALSC20728BDNACORP\BDNASC20728","C:","NTFS","Local Fixed Disk","","","","E8102067","7932496990","false"
"SCCM","SCCM_SERIALSC20728BDNACORP\BDNASC20728","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20729BDNACORP\BDNASC20729","C:","NTFS","Local Fixed Disk","","","","B01F83F4","7932496990","false"
"SCCM","SCCM_SERIALSC20729BDNACORP\BDNASC20729","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20730BDNACORP\BDNASC20730","C:","NTFS","Local Fixed Disk","","","","CAF99565","7932496990","false"
"SCCM","SCCM_SERIALSC20731BDNACORP\BDNASC20731","C:","NTFS","Local Fixed Disk","","","","A60635E0","7932496990","false"
"SCCM","SCCM_SERIALSC20732BDNACORP\BDNASC20732","C:","NTFS","Local Fixed Disk","","","","D8B4A21E","7932496990","false"
"SCCM","SCCM_SERIALSC20733BDNACORP\BDNASC20733","C:","NTFS","Local Fixed Disk","","","","C8A6DCC8","7932496990","false"
"SCCM","SCCM_SERIALSC20733BDNACORP\BDNASC20733","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20733BDNACORP\BDNASC20733","X:","NTFS","Local Fixed Disk","","","BDNA","7083692B","7932496990","false"
"SCCM","SCCM_SERIALSC20734BDNACORP\BDNASC20734","C:","NTFS","Local Fixed Disk","","","","20E15E4A","7932496990","false"
"SCCM","SCCM_SERIALSC20735BDNACORP\BDNASC20735","C:","NTFS","Local Fixed Disk","","","System","502E57CB","7932496990","false"
"SCCM","SCCM_SERIALSC20735BDNACORP\BDNASC20735","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20736BDNACORP\BDNASC20736","C:","NTFS","Local Fixed Disk","","","","A4889B14","7932496990","false"
"SCCM","SCCM_SERIALSC20736BDNACORP\BDNASC20736","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20737BDNACORP\BDNASC20737","C:","NTFS","Local Fixed Disk","","","","18B18899","7932496990","false"
"SCCM","SCCM_SERIALSC20737BDNACORP\BDNASC20737","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20737BDNACORP\BDNASC20737","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20738BDNACORP\BDNASC20738","C:","NTFS","Local Fixed Disk","","","","80772DA8","7932496990","false"
"SCCM","SCCM_SERIALSC20739BDNACORP\BDNASC20739","C:","NTFS","Local Fixed Disk","","","","24507788","7932496990","false"
"SCCM","SCCM_SERIALSC20739BDNACORP\BDNASC20739","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20740BDNACORP\BDNASC20740","C:","NTFS","Local Fixed Disk","","","","4ED75DC9","7932496990","false"
"SCCM","SCCM_SERIALSC20741BDNACORP\BDNASC20741","C:","NTFS","Local Fixed Disk","","","System","109161BC","7932496990","false"
"SCCM","SCCM_SERIALSC20741BDNACORP\BDNASC20741","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20742BDNACORP\BDNASC20742","C:","NTFS","Local Fixed Disk","","","","828D3F1B","7932496990","false"
"SCCM","SCCM_SERIALSC20742BDNACORP\BDNASC20742","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20743BDNACORP\BDNASC20743","C:","NTFS","Local Fixed Disk","","","","704112A2","7932496990","false"
"SCCM","SCCM_SERIALSC20744BDNACORP\BDNASC20744","C:","NTFS","Local Fixed Disk","","","System","D2166335","7932496990","false"
"SCCM","SCCM_SERIALSC20744BDNACORP\BDNASC20744","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20745BDNACORP\BDNASC20745","C:","NTFS","Local Fixed Disk","","","","A06AADD8","7932496990","false"
"SCCM","SCCM_SERIALSC20745BDNACORP\BDNASC20745","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20746BDNACORP\BDNASC20746","C:","NTFS","Local Fixed Disk","","","","48E0BA6F","7932496990","false"
"SCCM","SCCM_SERIALSC20747BDNACORP\BDNASC20747","C:","NTFS","Local Fixed Disk","","","","220FFAD6","7932496990","false"
"SCCM","SCCM_SERIALSC20747BDNACORP\BDNASC20747","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20747BDNACORP\BDNASC20747","E:","NTFS","Local Fixed Disk","","","BackUp","D8334CA5","7932496990","false"
"SCCM","SCCM_SERIALSC20748BDNACORP\BDNASC20748","C:","NTFS","Local Fixed Disk","","","OS","84D804A2","7932496990","false"
"SCCM","SCCM_SERIALSC20749BDNACORP\BDNASC20749","C:","NTFS","Local Fixed Disk","","","System","0897054C","7932496990","false"
"SCCM","SCCM_SERIALSC20749BDNACORP\BDNASC20749","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20750BDNACORP\BDNASC20750","C:","NTFS","Local Fixed Disk","","","","D224A106","7932496990","false"
"SCCM","SCCM_SERIALSC20751BDNACORP\BDNASC20751","C:","NTFS","Local Fixed Disk","","","System","6012599C","7932496990","false"
"SCCM","SCCM_SERIALSC20751BDNACORP\BDNASC20751","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20752BDNACORP\BDNASC20752","C:","NTFS","Local Fixed Disk","","","","4AB6D276","7932496990","false"
"SCCM","SCCM_SERIALSC20752BDNACORP\BDNASC20752","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20753BDNACORP\BDNASC20753","C:","NTFS","Local Fixed Disk","","","","F82AA66B","7932496990","false"
"SCCM","SCCM_SERIALSC20753BDNACORP\BDNASC20753","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20754BDNACORP\BDNASC20754","C:","NTFS","Local Fixed Disk","","","System","22B8963E","7932496990","false"
"SCCM","SCCM_SERIALSC20754BDNACORP\BDNASC20754","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20755BDNACORP\BDNASC20755","C:","NTFS","Local Fixed Disk","","","","92A8B6CA","7932496990","false"
"SCCM","SCCM_SERIALSC20756BDNACORP\BDNASC20756","C:","NTFS","Local Fixed Disk","","","","B4DA97D4","7932496990","false"
"SCCM","SCCM_SERIALSC20757BDNACORP\BDNASC20757","C:","NTFS","Local Fixed Disk","","","","14651BD2","7932496990","false"
"SCCM","SCCM_SERIALSC20758BDNACORP\BDNASC20758","C:","NTFS","Local Fixed Disk","","","","DADD1737","7932496990","false"
"SCCM","SCCM_SERIALSC20759BDNACORP\BDNASC20759","C:","NTFS","Local Fixed Disk","","","System","6EC992F9","7932496990","false"
"SCCM","SCCM_SERIALSC20759BDNACORP\BDNASC20759","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20760BDNACORP\BDNASC20760","C:","NTFS","Local Fixed Disk","","","","0C2E921C","7932496990","false"
"SCCM","SCCM_SERIALSC20761BDNACORP\BDNASC20761","C:","NTFS","Local Fixed Disk","","","System","C8867E85","7932496990","false"
"SCCM","SCCM_SERIALSC20761BDNACORP\BDNASC20761","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20761BDNACORP\BDNASC20761","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20762BDNACORP\BDNASC20762","C:","NTFS","Local Fixed Disk","","","System","1239D6BD","7932496990","false"
"SCCM","SCCM_SERIALSC20762BDNACORP\BDNASC20762","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20763BDNACORP\BDNASC20763","C:","NTFS","Local Fixed Disk","","","","52A11009","7932496990","false"
"SCCM","SCCM_SERIALSC20764BDNACORP\BDNASC20764","C:","NTFS","Local Fixed Disk","","","","8A7BB8F1","7932496990","false"
"SCCM","SCCM_SERIALSC20765BDNACORP\BDNASC20765","C:","NTFS","Local Fixed Disk","","","","D23E1713","7932496990","false"
"SCCM","SCCM_SERIALSC20766BDNACORP\BDNASC20766","C:","NTFS","Local Fixed Disk","","","","34C95E62","7932496990","false"
"SCCM","SCCM_SERIALSC20766BDNACORP\BDNASC20766","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20767BDNACORP\BDNASC20767","C:","NTFS","Local Fixed Disk","","","","FA285044","7932496990","false"
"SCCM","SCCM_SERIALSC20767BDNACORP\BDNASC20767","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20768BDNACORP\BDNASC20768","C:","NTFS","Local Fixed Disk","","","","46188D8A","7932496990","false"
"SCCM","SCCM_SERIALSC20769BDNACORP\BDNASC20769","C:","NTFS","Local Fixed Disk","","","System","82D13348","7932496990","false"
"SCCM","SCCM_SERIALSC20769BDNACORP\BDNASC20769","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20770BDNACORP\BDNASC20770","C:","NTFS","Local Fixed Disk","","","","5EBEC87C","7932496990","false"
"SCCM","SCCM_SERIALSC20770BDNACORP\BDNASC20770","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20771BDNACORP\BDNASC20771","C:","NTFS","Local Fixed Disk","","","System","30C2F79B","7932496990","false"
"SCCM","SCCM_SERIALSC20771BDNACORP\BDNASC20771","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20772BDNACORP\BDNASC20772","C:","NTFS","Local Fixed Disk","","","Windows","606B27B9","7932496990","false"
"SCCM","SCCM_SERIALSC20773BDNACORP\BDNASC20773","C:","NTFS","Local Fixed Disk","","","","AC090985","7932496990","false"
"SCCM","SCCM_SERIALSC20774BDNACORP\BDNASC20774","C:","NTFS","Local Fixed Disk","","","","34A592B1","7932496990","false"
"SCCM","SCCM_SERIALSC20775BDNACORP\BDNASC20775","C:","NTFS","Local Fixed Disk","","","","52EA9C06","7932496990","false"
"SCCM","SCCM_SERIALSC20775BDNACORP\BDNASC20775","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20776BDNACORP\BDNASC20776","C:","NTFS","Local Fixed Disk","","","System","30F4C1F4","7932496990","false"
"SCCM","SCCM_SERIALSC20776BDNACORP\BDNASC20776","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20777BDNACORP\BDNASC20777","C:","NTFS","Local Fixed Disk","","","","FCFA7FD5","7932496990","false"
"SCCM","SCCM_SERIALSC20778BDNACORP\BDNASC20778","C:","NTFS","Local Fixed Disk","","","","EEF3F435","7932496990","false"
"SCCM","SCCM_SERIALSC20778BDNACORP\BDNASC20778","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20779BDNACORP\BDNASC20779","C:","NTFS","Local Fixed Disk","","","","D662B128","7932496990","false"
"SCCM","SCCM_SERIALSC20779BDNACORP\BDNASC20779","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20780BDNACORP\BDNASC20780","C:","NTFS","Local Fixed Disk","","","System","6601AA46","7932496990","false"
"SCCM","SCCM_SERIALSC20780BDNACORP\BDNASC20780","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20781BDNACORP\BDNASC20781","C:","NTFS","Local Fixed Disk","","","System","ECA9035C","7932496990","false"
"SCCM","SCCM_SERIALSC20781BDNACORP\BDNASC20781","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20782BDNACORP\BDNASC20782","C:","NTFS","Local Fixed Disk","","","System","1EFD0696","7932496990","false"
"SCCM","SCCM_SERIALSC20782BDNACORP\BDNASC20782","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20783BDNACORP\BDNASC20783","C:","NTFS","Local Fixed Disk","","","OS","4E041002","7932496990","false"
"SCCM","SCCM_SERIALSC20784BDNACORP\BDNASC20784","C:","NTFS","Local Fixed Disk","","","System","4AB2C170","7932496990","false"
"SCCM","SCCM_SERIALSC20784BDNACORP\BDNASC20784","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20785BDNACORP\BDNASC20785","C:","NTFS","Local Fixed Disk","","","","E66EEF5E","7932496990","false"
"SCCM","SCCM_SERIALSC20786BDNACORP\BDNASC20786","C:","NTFS","Local Fixed Disk","","","","2EB6A035","7932496990","false"
"SCCM","SCCM_SERIALSC20787BDNACORP\BDNASC20787","C:","NTFS","Local Fixed Disk","","","System","96CBE5D1","7932496990","false"
"SCCM","SCCM_SERIALSC20787BDNACORP\BDNASC20787","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20788BDNACORP\BDNASC20788","C:","NTFS","Local Fixed Disk","","","System","D4BDBD4B","7932496990","false"
"SCCM","SCCM_SERIALSC20788BDNACORP\BDNASC20788","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20789BDNACORP\BDNASC20789","C:","NTFS","Local Fixed Disk","","","","823967EC","7932496990","false"
"SCCM","SCCM_SERIALSC20790BDNACORP\BDNASC20790","C:","NTFS","Local Fixed Disk","","","","864FC21F","7932496990","false"
"SCCM","SCCM_SERIALSC20791BDNACORP\BDNASC20791","C:","NTFS","Local Fixed Disk","","","System","0A1934A8","7932496990","false"
"SCCM","SCCM_SERIALSC20791BDNACORP\BDNASC20791","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20791BDNACORP\BDNASC20791","E:","","CD-ROM Disc","","","","","7932496990","false"
