"software_id","data_source","manufacturer_id","sw_release_id","name","family","major_version","version","edition","version_group","patchlevel","component","is_licensable","is_suite","category","subcategory","hidden","install_count","sw_model_lc_id","software_id_id","end_of_life","end_of_life_date","end_of_life_range_start","end_of_life_range_end","end_of_life_support_level","end_of_life_exception","general_availability","general_availability_date","ga_exception","ga_range_start","ga_range_end","obsolete_exception","delete_reason","obsolete_support_level","obsolete_range_start","obsolete_range_end","obsolete","obsolete_date","data_token"
"515652090","SCCM","465846","515652090","VNC Viewer","","5.0","5.3","","5","","","no","no","Utilities","Other Utilities","0","2","515652090","515652090","Not Available","12/31/2999 12:00:00 AM","","","Technical Support","To be determined","12/16/2015","12/16/2015 12:00:00 AM","","","","To be determined","","Technical Support","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"515665606","SCCM","7365","515665606","Data Tools (SSDT)","SQL Server","Build 14.0","16.3 (Build 14.0)","","2015","","","no","no","Software Development","Development Environment","0","4","515665606","515665606","10/13/2020","10/13/2020 12:00:00 AM","","","Mainstream Support","","8/15/2016","8/15/2016 12:00:00 AM","","","","","","Extended Support","","","10/14/2025","10/14/2025 12:00:00 AM","7932496990"
"515665624","SCCM","7365","515665624","Data Tools (SSDT)","SQL Server","Build 14.0","16.4 (Build 14.0)","","2015","","","no","no","Software Development","Development Environment","0","2","515665624","515665624","10/13/2020","10/13/2020 12:00:00 AM","","","Mainstream Support","","9/20/2016","9/20/2016 12:00:00 AM","","","","","","Extended Support","","","10/14/2025","10/14/2025 12:00:00 AM","7932496990"
"517747560","SCCM","7365","517747560","System Center Endpoint Protection","","4.0","4.10","","4","","","yes","no","Security","Anti Virus and Malware","0","789","517747560","517747560","7/11/2017","7/11/2017 12:00:00 AM","","","Mainstream Support","","11/15/2016","11/15/2016 12:00:00 AM","","","","","","Extended Support","","","7/12/2022","7/12/2022 12:00:00 AM","7932496990"
"518095657","SCCM","1638213","518095657","FinalBuilder","","8.0","8.0","","8","","","yes","no","Software Development","Development Environment","0","1","518095657","518095657","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","8/21/2015","8/21/2015 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"521672526","SCCM","7365","521672526","Developer Analytics Tools","","5.0","5.2","","5","","","yes","no","Business Intelligence (BI)","Analytics","0","5","521672526","521672526","Not Available","","","","Mainstream Support (2-Level Policy)","Date not published by vendor","Not Available","2/24/2016 12:00:00 AM","Exact date unknown: a date range is provided","2/24/2016 12:00:00 AM","3/30/2016 12:00:00 AM","Date not published by vendor","","Mainstream Support (2-Level Policy)","","","Not Available","","7932496990"
"521672560","SCCM","7365","521672560","Developer Analytics Tools","","4.0","4.3","","4","","","yes","no","Business Intelligence (BI)","Analytics","0","1","521672560","521672560","Not Available","","","","Mainstream Support (2-Level Policy)","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Mainstream Support (2-Level Policy)","","","Not Available","","7932496990"
"521672637","SCCM","7365","521672637","Developer Analytics Tools","","4.0","4.0","","4","","","yes","no","Business Intelligence (BI)","Analytics","0","1","521672637","521672637","Not Available","","","","Mainstream Support (2-Level Policy)","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Mainstream Support (2-Level Policy)","","","Not Available","","7932496990"
"521672694","SCCM","7365","521672694","Developer Analytics Tools","","2.0","2.4","","2","","","yes","no","Business Intelligence (BI)","Analytics","0","3","521672694","521672694","Not Available","","","","Mainstream Support (2-Level Policy)","Date not published by vendor","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Date not published by vendor","","Mainstream Support (2-Level Policy)","","","Not Available","","7932496990"
"523261973","SCCM","9569","523261973","Horizon Client","Horizon","3.0","3.3","","3","","","no","no","Virtualization","Virtualization Management Software","0","1","523261973","523261973","Not Available","","","","General Support (PDP)","Date not published by vendor","3/12/2015","3/12/2015 12:00:00 AM","","","","Date not published by vendor","","General Support (PDP)","","","Not Available","","7932496990"
"523261984","SCCM","9569","523261984","Horizon Client","Horizon","3.0","3.2","","3","","","no","no","Virtualization","Virtualization Management Software","0","92","523261984","523261984","Not Available","","","","General Support (PDP)","Date not published by vendor","12/9/2014","12/9/2014 12:00:00 AM","","","","Date not published by vendor","","General Support (PDP)","","","Not Available","","7932496990"
"523262019","SCCM","9569","523262019","Horizon Client","Horizon","3.0","3.0","","3","","","no","no","Virtualization","Virtualization Management Software","0","2","523262019","523262019","Not Available","","","","General Support (PDP)","Date in the past: exact date unknown","6/19/2014","6/19/2014 12:00:00 AM","","","","Date in the past: exact date unknown","","General Support (PDP)","","","Not Available","","7932496990"
"528164706","SCCM","115554519","528164706","HttpMaster","","3.0","3.5","Express","3","","","yes","no","Software Development","Application Testing and QA","0","1","528164706","528164706","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","9/2016","9/1/2016 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"530261162","SCCM","6536","530261162","Data Architect","ER/Studio","9.6","9.6","","XE4","","","yes","no","Software Development","Application Architecture and Design","0","1","530261162","530261162","2/2014","2/1/2014 12:00:00 AM","","","Active Support","","8/13/2013","8/13/2013 12:00:00 AM","","","","","","Limited Support","","","3/2015","3/1/2015 12:00:00 AM","7932496990"
"530683083","SCCM","8727706","530683083","BookWright","","1.0","1.1","","1","","","yes","no","Multimedia & Graphics","Desktop Publishing (DTP)","0","1","530683083","530683083","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","","Date not published by vendor","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"537528743","SCCM","1407434","537528743","Orion","Orion","2016.1","2016.1","","2016","","","yes","yes","IT Management","Network Performance Management","0","6","537528743","537528743","Not Available","12/31/2999 12:00:00 AM","","","Engineering Support","To be determined","6/7/2016","6/7/2016 12:00:00 AM","","","","To be determined","","Technical Support","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"552694010","SCCM","254518895","552694010","Autopsy","","3.0","3.1","","3","","","no","no","Business Intelligence (BI)","Business Metrics and Reporting Tools","0","1","552694010","552694010","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","8/20/2014","8/20/2014 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"556201239","SCCM","472159979","556201239","Quicken","","24.1","24.1","","2015","","","yes","no","Accounting","Financial Management","0","1","556201239","556201239","4/30/2018","4/30/2018 12:00:00 AM","","","Discontinuation","","10/1/2014","10/1/2014 12:00:00 AM","","","","","","Discontinuation","","","4/30/2018","4/30/2018 12:00:00 AM","7932496990"
"559369772","SCCM","559369279","559369772","RCT (Right Click Tools)","","2.0","2.0","","2","","","no","no","Enterprise Content Management (ECM)","Workflow and Business Process Management","0","1","559369772","559369772","8/31/2018","8/31/2018 12:00:00 AM","","","Technical Support","","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","","","Technical Support","","","8/31/2018","8/31/2018 12:00:00 AM","7932496990"
"559369935","SCCM","559369279","559369935","RCT (Right Click Tools)","","2.0","2.4","","2","","","no","no","Enterprise Content Management (ECM)","Workflow and Business Process Management","0","1","559369935","559369935","8/31/2018","8/31/2018 12:00:00 AM","","","Technical Support","","12/9/2015","12/9/2015 12:00:00 AM","","","","","","Technical Support","","","8/31/2018","8/31/2018 12:00:00 AM","7932496990"
"562136410","SCCM","213050000","562136410","Agentless Management Service (AMS)","ProLiant","9.0 (Win)","9.25 (Win)","","9 (Win)","","","no","no","IT Management","Alerts and Monitoring Tools","0","1","562136410","562136410","Not Available","","","","Committed Support(Two-Level)","Date not published by vendor","10/26/2012","10/26/2012 12:00:00 AM","","","","Date not published by vendor","","Extended Support(Two-Level)","","","Not Available","","7932496990"
"564786996","SCCM","4869","564786996","Communicator","","5.0","5.0","","5","","","yes","no","IT Management","IT Asset Maintenance & Support","0","8","564786996","564786996","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","","Date not published by vendor","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"564787004","SCCM","4869","564787004","Communicator","","5.0","5.1","","5","","","yes","no","IT Management","IT Asset Maintenance & Support","0","2","564787004","564787004","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","","Date not published by vendor","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"564847559","SCCM","7365","564847559",".NET Core SDK",".NET","1.0","1.0","","1.0","","","no","no","Software Development","Application Architecture and Design","0","21","564847559","564847559","6/27/2019","6/27/2019 12:00:00 AM","","","Service Support","","3/7/2017","3/7/2017 12:00:00 AM","","","","","","Service Support","","","6/27/2019","6/27/2019 12:00:00 AM","7932496990"
"565460420","SCCM","1407434","565460420","Remote Support","DameWare","7.0","7.5","","7","","","yes","no","IT Management","IT Asset Maintenance & Support","0","1","565460420","565460420","Not Available","","","","Customer Support","Contract-based support only: no specific date(s)","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Contract-based support only: no specific date(s)","","Customer Support","","","Not Available","1/1/1900 12:00:00 AM","7932496990"
"567746986","SCCM","213049949","567746986","Toolbox","","28.0","28.0","","28","","","no","no","IT Management","IT Asset Maintenance & Support","0","10","567746986","567746986","Not Available","","","","Active Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Mature Support","","","Not Available","","7932496990"
"568087125","SCCM","7365","568087125","Developer Analytics Tools","","2.0","2.5","","2","","","yes","no","Business Intelligence (BI)","Analytics","0","2","568087125","568087125","Not Available","","","","Mainstream Support (2-Level Policy)","Date not published by vendor","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Date not published by vendor","","Mainstream Support (2-Level Policy)","","","Not Available","","7932496990"
"568087130","SCCM","7365","568087130","Developer Analytics Tools","","3.0","3.3","","3","","","yes","no","Business Intelligence (BI)","Analytics","0","4","568087130","568087130","Not Available","","","","Mainstream Support (2-Level Policy)","Date not published by vendor","7/20/2015","7/20/2015 12:00:00 AM","","","","Date not published by vendor","","Mainstream Support (2-Level Policy)","","","Not Available","","7932496990"
"568357035","SCCM","470851284","568357035","Anaconda","","4.0","4.1","","4","","","no","no","Software Development","Application Architecture and Design","0","1","568357035","568357035","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","6/28/2016","6/28/2016 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"568636310","SCCM","8131","568636310","Fiddler","Telerik","2.0","2.5","","2","","","no","no","IT Management","Network Performance Management","0","1","568636310","568636310","Not Available","","","","Global Support","Date not published by vendor","3/20/2015","3/20/2015 12:00:00 AM","","","","Date not published by vendor","","Global Support","","","Not Available","","7932496990"
"568636576","SCCM","8131","568636576","Fiddler","Telerik","4.0","4.6","","4","","","no","no","IT Management","Network Performance Management","0","10","568636576","568636576","Not Available","","","","Global Support","Date not published by vendor","8/20/2015","8/20/2015 12:00:00 AM","","","","Date not published by vendor","","Global Support","","","Not Available","","7932496990"
"569499152","SCCM","8076","569499152","nView (Desktop Management Software)","","147.0","147.0","","147","","","no","no","IT Management","IT Asset Management","0","1","569499152","569499152","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","9/14/2015 12:00:00 AM","Exact date unknown: a date range is provided","9/14/2015 12:00:00 AM","10/20/2017 12:00:00 AM","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"569508245","SCCM","8458","569508245","Crystal Reports for Visual Studio","BusinessObjects","10.5","12.51","","2008","","","yes","no","Business Intelligence (BI)","Business Metrics and Reporting Tools","0","27","569508245","569508245","12/31/2015","12/31/2015 12:00:00 AM","","","Mainstream Maintenance","","Not Available","11/30/2007 12:00:00 AM","Exact date unknown: a date range is provided","11/30/2007 12:00:00 AM","11/12/2010 12:00:00 AM","","","Mainstream Maintenance","","","12/31/2015","12/31/2015 12:00:00 AM","7932496990"
"569537362","SCCM","8131","569537362","Test Studio","Telerik","2016.1","2016.3","","2016","","","yes","yes","Software Development","Application Testing and QA","0","1","569537362","569537362","Not Available","","","","Global Support","Date not published by vendor","9/28/2016","9/28/2016 12:00:00 AM","","","","Date not published by vendor","","Global Support","","","Not Available","","7932496990"
"569548141","SCCM","78675279","","InterActual Player","","","","","","","","","no","Multimedia & Graphics","Multimedia Players","0","1","","","","","","","","","","","","","","","","","","","","","7932496990"
"570540674","SCCM","593638","570540674","PowerChute","","3.0","3.0","Personal","3","","Server","no","no","IT Management","IT Asset Maintenance & Support","0","2","570540674","570540674","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","1/15/2009 12:00:00 AM","Exact date unknown: a date range is provided","1/15/2009 12:00:00 AM","10/6/2009 12:00:00 AM","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"570540779","SCCM","593638","570540779","PowerChute","","9.0","9.0","Business","9","","Server","yes","no","IT Management","IT Asset Maintenance & Support","0","1","570540779","570540779","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","10/20/2010","10/20/2010 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"570795329","SCCM","593638","570795329","Device IP Configuration Wizard","","5.0","5.0","","5","","","yes","no","IT Management","Network Performance Management","0","4","570795329","570795329","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","3/23/2011","3/23/2011 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"571171619","SCCM","27063665","571171619","Synapse","","2.0","2.0","","2","","","yes","no","Configuration Management","Software Configuration Management","0","1","571171619","571171619","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","8/13/2015","8/13/2015 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"572704129","SCCM","7365","572704129","Windows 10","Windows","10.0 (1511)","10.0 (1511)","Pro","1511 (November Update)","","","yes","no","Operating Systems","Windows","0","1","572704129","572704129","10/10/2017","10/10/2017 12:00:00 AM","","","Service Support","","11/10/2015","11/10/2015 12:00:00 AM","","","","","","Service Support","","","10/10/2017","10/10/2017 12:00:00 AM","7932496990"
"572704159","SCCM","7365","572704159","Windows 10","Windows","10.0 (1607)","10.0 (1607)","Pro","1607 (Anniversary Update)","","","yes","no","Operating Systems","Windows","0","9","572704159","572704159","4/10/2018","4/10/2018 12:00:00 AM","","","Service Support","","8/2/2016","8/2/2016 12:00:00 AM","","","","","","Service Support","","","4/10/2018","4/10/2018 12:00:00 AM","7932496990"
"575097207","SCCM","565789341","575097207","SketchUp Make","","16.0","16.0","","2016","","","no","no","Engineering & Scientific","Mechanical CAD, CAM, and CAE Software","0","2","575097207","575097207","Not Available","","","","Customer Support","Contract-based support only: no specific date(s)","11/15/2015","11/15/2015 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Customer Support","","","Not Available","","7932496990"
"575097227","SCCM","565789341","575097227","SketchUp Make","","15.0","15.3","","15","","","no","no","Engineering & Scientific","Mechanical CAD, CAM, and CAE Software","0","1","575097227","575097227","Not Available","","","","Customer Support","Contract-based support only: no specific date(s)","2/5/2015","2/5/2015 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Customer Support","","","Not Available","","7932496990"
"575576981","SCCM","360258771","575576981","Amplifier Navigator","","2.0","2.1","","2","","","yes","no","IT Management","IT Asset Management","0","3","575576981","575576981","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","11/12/2015","11/12/2015 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"577033062","SCCM","435377400","577033062","PingPlotter","","5.0","5.0","","5","","","yes","no","IT Management","Network Performance Management","0","1","577033062","577033062","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","4/19/2016","4/19/2016 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"582827967","SCCM","7365","582827967","Data Quality Services","SQL Server","11.0","11.0","","2012","SP1","","yes","no","Business Intelligence (BI)","Data Mining and Warehousing","0","1","582827967","582827967","7/14/2015","7/14/2015 12:00:00 AM","","","Service Pack Support","","11/7/2012","11/7/2012 12:00:00 AM","","","","","","Service Pack Support","","","7/14/2015","7/14/2015 12:00:00 AM","7932496990"
"582827983","SCCM","7365","582827983","Data Quality Services","SQL Server","11.0","11.0","","2012","SP3","","yes","no","Business Intelligence (BI)","Data Mining and Warehousing","0","15","582827983","582827983","10/9/2018","10/9/2018 12:00:00 AM","","","Service Pack Support","","12/1/2015","12/1/2015 12:00:00 AM","","","","","","Service Pack Support","","","10/9/2018","10/9/2018 12:00:00 AM","7932496990"
"585437089","SCCM","585436991","585437089","Hourglass","","1.0","1.3","","1","","","no","no","Utilities","Other Utilities","0","1","585437089","585437089","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","","Date not published by vendor","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"587382158","SCCM","587381984","587382158","Vassal","","3.1","3.2","","3","","","no","no","Software Development","Development Environment","0","1","587382158","587382158","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","12/4/2012","12/4/2012 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"587391161","SCCM","292172488","587391161","Authenticator for Desktop","","3.0","3.0","","3","","","no","no","Security","Identity and Access Management","0","1","587391161","587391161","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","6/9/2016","6/9/2016 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"589917727","SCCM","23620267","","LastPass","","","","","","","","","no","Security","Identity and Access Management","0","5","","","","","","","","","","","","","","","","","","","","","7932496990"
"590416537","SCCM","7365","590416537","Xamarin Platform","Xamarin","3.0","3.11","","3","","","yes","no","Software Development","Development Environment","0","1","590416537","590416537","Not Available","","","","Mainstream Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"590418272","SCCM","7365","590418272","Xamarin Platform","Xamarin","4.0","4.2","","4","","","yes","no","Software Development","Development Environment","0","1","590418272","590418272","Not Available","","","","Mainstream Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"603522424","SCCM","4869","603522424","Communicator","","4.7","4.8","","4","","","yes","no","IT Management","IT Asset Maintenance & Support","0","6","603522424","603522424","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"603522430","SCCM","4869","603522430","Communicator","","4.7","4.9","","4","","","yes","no","IT Management","IT Asset Maintenance & Support","0","17","603522430","603522430","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"608344575","SCCM","8694057","608344575","ADSelfService Plus","ManageEngine","4.0","4.2","","4","","","yes","no","Security","Identity and Access Management","0","627","608344575","608344575","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"612943785","SCCM","439159595","612943785","PDQ Inventory","","10.0","10.1","","10","","","yes","no","IT Management","IT Asset Management","0","1","612943785","612943785","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"618862693","SCCM","19955966","618862693","DiffUtils","","2.8","2.8","","2","","","no","no","Utilities","File Managers","0","1","618862693","618862693","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","Not Available","","Date not published by vendor","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"623282363","SCCM","7365","623282363","ODBC Driver For SQL Server","","10.5","10.5","","2008 R2","","","no","no","Utilities","Connectivity Tools","0","83","623282363","623282363","7/8/2014","7/8/2014 12:00:00 AM","","","Mainstream Support","","7/20/2010","7/20/2010 12:00:00 AM","","","","","","Extended Support","","","7/9/2019","7/9/2019 12:00:00 AM","7932496990"
"623282566","SCCM","7365","623282566","ODBC Driver For SQL Server","","10.0","10.0","","2008","","","no","no","Utilities","Connectivity Tools","0","22","623282566","623282566","7/8/2014","7/8/2014 12:00:00 AM","","","Mainstream Support","","11/6/2008","11/6/2008 12:00:00 AM","","","","","","Extended Support","","","7/9/2019","7/9/2019 12:00:00 AM","7932496990"
"623282724","SCCM","7365","623282724","ODBC Driver For SQL Server","","9.0","9.0","","2005","","","no","no","Utilities","Connectivity Tools","0","26","623282724","623282724","4/12/2011","4/12/2011 12:00:00 AM","","","Mainstream Support","","1/14/2006","1/14/2006 12:00:00 AM","","","","","","Extended Support","","","4/12/2016","4/12/2016 12:00:00 AM","7932496990"
"624271280","SCCM","7365","624271280","Report Viewer Runtime","","13.0","13.0","","2016","","","no","no","Business Intelligence (BI)","Business Metrics and Reporting Tools","0","17","624271280","624271280","Not Available","12/31/2999 12:00:00 AM","","","Mainstream Support","To be determined","Not Available","","Date not published by vendor","","","To be determined","","Extended Support","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"628751427","SCCM","510554818","628751427","USBPcap","","1.0","1.1","","1","","","no","no","Utilities","Other Utilities","0","3","628751427","628751427","Not Available","","","","Contact Support","Date not published by vendor","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Date not published by vendor","","Contact Support","","","Not Available","","7932496990"
"629712596","SCCM","14923544","629712596","DevExtreme","","16.1","16.1","","16","","","yes","no","Software Development","Application Architecture and Design","0","9","629712596","629712596","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","6/22/2016","6/22/2016 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"629712612","SCCM","14923544","629712612","DevExtreme","","15.1","15.2","","15","","","yes","no","Software Development","Application Architecture and Design","0","2","629712612","629712612","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","12/9/2015","12/9/2015 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"632569277","SCCM","112290218","632569277","Privacy Eraser","","4.0","4.11","Free","4","","","no","no","Security","Data Security and Encryption","0","1","632569277","632569277","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","4/1/2016","4/1/2016 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"632890240","SCCM","248064142","632890240","nrComm Lib","","5.03","5.26","","5","","","yes","no","Software Development","Application Architecture and Design","0","1","632890240","632890240","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"634466725","SNOW","4611","","macOS","","","","","","","","","no","Operating Systems","Mac OS","0","462","","","","","","","","","","","","","","","","","","","","","7932496990"
"640675977","SCCM","640655686","640675977","NAVPAK","","27.0","27.5","Standard","27","","","yes","no","Enterprise Resource Planning (ERP)","Industry-Specific ERP Suites","0","2","640675977","640675977","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","8/2016","8/1/2016 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"641479646","SCCM","51461568","641479646","PNG to TGA (png2tga)","","1.0","1.9","","1","","","yes","no","Utilities","File Managers","0","1","641479646","641479646","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","4/15/2015","4/15/2015 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"643495130","SCCM","1407434","643495130","Job Engine","Orion","2.0","2.11","","2.0","","","no","no","Utilities","Other Utilities","0","5","643495130","643495130","Not Available","","","","Engineering Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Technical Support","","","Not Available","","7932496990"
"646224289","SCCM","1054842","646224289","SAN Health Diagnostics Capture","Brocade","3.0","3.2","","3","","","no","no","Utilities","Other Utilities","0","1","646224289","646224289","Not Available","","","","Technical Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Technical Support","","","Not Available","","7932496990"
"646271431","SCCM","639389483","646271431","Plan Explorer","","7.1","7.5","","7","","","yes","no","Business Intelligence (BI)","Analytics","0","2","646271431","646271431","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","7/11/2013","7/11/2013 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"671234988","SCCM","137788443","671234988","XnView","","2.00","2.36","","2","","","no","no","Multimedia & Graphics","Graphics and Image Editing","0","1","671234988","671234988","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","5/3/2016","5/3/2016 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"684188195","SCCM","537527008","684188195","Software Vulnerability Manager","","7.0","7.3","","7","","Agent","yes","no","Security","Vulnerability Management","0","464","684188195","684188195","8/29/2019","8/29/2019 12:00:00 AM","","","Full Support","","8/29/2016","8/29/2016 12:00:00 AM","","","","","","Limited Support","","","8/29/2020","8/29/2020 12:00:00 AM","7932496990"
"687193827","SCCM","7365","687193827","Storage Explorer","Azure","0.7","0.7","","0.x","","","no","no","Storage Management","Storage Resource Management","0","1","687193827","687193827","7/14/2021","7/14/2021 12:00:00 AM","","","Service Support","","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","","","Service Support","","","7/14/2021","7/14/2021 12:00:00 AM","7932496990"
"701454165","SCCM","6517","701454165","Connect","Aspera","3.0","3.6","","3","","","yes","no","Utilities","File Managers","0","13","701454165","701454165","Not Available","12/31/2999 12:00:00 AM","","","Technical Support (CD)","To be determined","5/15/2015","5/15/2015 12:00:00 AM","","","","To be determined","","Technical Support (CD)","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"701454217","SCCM","6517","701454217","Connect","Aspera","3.0","3.5","","3","","","yes","no","Utilities","File Managers","0","2","701454217","701454217","Not Available","12/31/2999 12:00:00 AM","","","Technical Support (CD)","To be determined","9/5/2014","9/5/2014 12:00:00 AM","","","","To be determined","","Technical Support (CD)","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"701454587","SCCM","6517","701454587","Connect","Aspera","2.0","2.7","","2","","","yes","no","Utilities","File Managers","0","1","701454587","701454587","5/22/2018","5/22/2018 12:00:00 AM","","","Technical Support (Enhanced)","","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","","","Technical Support (Enhanced)","","","5/22/2018","5/22/2018 12:00:00 AM","7932496990"
"744575907","SCCM","8705491","","SmartGit","","","","","","","","","no","Software Development","Application Architecture and Design","0","1","","","","","","","","","","","","","","","","","","","","","7932496990"
"803165993","SCCM","25009580","803165993","Control Center Virtual Matrix","","5.0","5.10","","5","","","yes","no","Multimedia & Graphics","Other Multimedia and Graphics Tools","0","1","803165993","803165993","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","","Date not published by vendor","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
